Country_or_Region,Year,Indicator,Value,Unit,Urbanization,Income_Quintile
Guinea,2007,Financial Hardship,0.08,Percentage of population,Total,Q5 (Richest)
Guinea,2007,Financial Hardship,43.06,Percentage of population,Total,All
Guinea,2007,Financial Hardship,56.31,Percentage of population,Rural area,All
Guinea,2007,Financial Hardship,13.2,Percentage of population,Urban area,All
Guinea,2007,Financial Hardship,42.02,Percentage of population,Total,All
Guinea,2007,Financial Hardship,45.56,Percentage of population,Total,All
Guinea,2007,Financial Hardship,22.65,Percentage of population,Total,All
Guinea,2007,Financial Hardship (Impoverishing),39.89,Percentage of population,Total,All
Guinea,2007,Financial Hardship (Large Non-Impoverishing),3.16,Percentage of population,Total,All
Guinea,2007,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.81,Percentage of population,Total,All
Guinea,2007,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",38.09,Percentage of population,Total,All
Guinea,2007,UHC Service Coverage Index,23,0-100 scale,Total,All
Guinea,2007,UHC Service Coverage Index,13,0-100 scale,Total,All
Guinea,2007,UHC Service Coverage Index,40,0-100 scale,Total,All
Guinea,2007,UHC Service Coverage Index,9,0-100 scale,Total,All
Guinea,2007,UHC Service Coverage Index,58,0-100 scale,Total,All
Guinea,2008,UHC Service Coverage Index,24,0-100 scale,Total,All
Guinea,2008,UHC Service Coverage Index,13,0-100 scale,Total,All
Guinea,2008,UHC Service Coverage Index,39,0-100 scale,Total,All
Guinea,2008,UHC Service Coverage Index,10,0-100 scale,Total,All
Guinea,2008,UHC Service Coverage Index,59,0-100 scale,Total,All
Guinea,2009,UHC Service Coverage Index,25,0-100 scale,Total,All
Guinea,2009,UHC Service Coverage Index,13,0-100 scale,Total,All
Guinea,2009,UHC Service Coverage Index,39,0-100 scale,Total,All
Guinea,2009,UHC Service Coverage Index,12,0-100 scale,Total,All
Guinea,2009,UHC Service Coverage Index,60,0-100 scale,Total,All
Guinea,2010,UHC Service Coverage Index,26,0-100 scale,Total,All
Guinea,2010,UHC Service Coverage Index,13,0-100 scale,Total,All
Guinea,2010,UHC Service Coverage Index,39,0-100 scale,Total,All
Guinea,2010,UHC Service Coverage Index,14,0-100 scale,Total,All
Guinea,2010,UHC Service Coverage Index,61,0-100 scale,Total,All
Guinea,2011,UHC Service Coverage Index,26,0-100 scale,Total,All
Guinea,2011,UHC Service Coverage Index,13,0-100 scale,Total,All
Guinea,2011,UHC Service Coverage Index,39,0-100 scale,Total,All
Guinea,2011,UHC Service Coverage Index,15,0-100 scale,Total,All
Guinea,2011,UHC Service Coverage Index,62,0-100 scale,Total,All
Guinea,2012,Catastrophic Spending (More than 10% of household budget),6.98,Percentage of population,Total,All
Guinea,2012,Catastrophic Spending (More than 25% of household budget),1.26,Percentage of population,Total,All
Guinea,2012,Financial Hardship,54.85,Percentage of population,Total,Q1 (Poorest)
Guinea,2012,Financial Hardship,60.32,Percentage of population,Total,Q2
Guinea,2012,Financial Hardship,20.09,Percentage of population,Total,Q3
Guinea,2012,Financial Hardship,4.12,Percentage of population,Total,Q4
Guinea,2012,Financial Hardship,2.07,Percentage of population,Total,Q5 (Richest)
Guinea,2012,Financial Hardship,28.29,Percentage of population,Total,All
Guinea,2012,Financial Hardship,35.1,Percentage of population,Rural area,All
Guinea,2012,Financial Hardship,14.02,Percentage of population,Urban area,All
Guinea,2012,Financial Hardship,27.41,Percentage of population,Total,All
Guinea,2012,Financial Hardship,31.33,Percentage of population,Total,All
Guinea,2012,Financial Hardship,12.28,Percentage of population,Total,All
Guinea,2012,Financial Hardship (Impoverishing),24.37,Percentage of population,Total,All
Guinea,2012,Financial Hardship (Large Non-Impoverishing),3.92,Percentage of population,Total,All
Guinea,2012,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,2.15,Percentage of population,Total,All
Guinea,2012,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",22.22,Percentage of population,Total,All
Guinea,2012,UHC Service Coverage Index,30,0-100 scale,Total,All
Guinea,2012,UHC Service Coverage Index,17,0-100 scale,Total,All
Guinea,2012,UHC Service Coverage Index,38,0-100 scale,Total,All
Guinea,2012,UHC Service Coverage Index,20,0-100 scale,Total,All
Guinea,2012,UHC Service Coverage Index,63,0-100 scale,Total,All
Guinea,2013,UHC Service Coverage Index,36,0-100 scale,Total,All
Guinea,2013,UHC Service Coverage Index,20,0-100 scale,Total,All
Guinea,2013,UHC Service Coverage Index,37,0-100 scale,Total,All
Guinea,2013,UHC Service Coverage Index,36,0-100 scale,Total,All
Guinea,2013,UHC Service Coverage Index,64,0-100 scale,Total,All
Guinea,2014,UHC Service Coverage Index,37,0-100 scale,Total,All
Guinea,2014,UHC Service Coverage Index,22,0-100 scale,Total,All
Guinea,2014,UHC Service Coverage Index,35,0-100 scale,Total,All
Guinea,2014,UHC Service Coverage Index,38,0-100 scale,Total,All
Guinea,2014,UHC Service Coverage Index,64,0-100 scale,Total,All
Guinea,2015,UHC Service Coverage Index,34,0-100 scale,Total,All
Guinea,2015,UHC Service Coverage Index,19,0-100 scale,Total,All
Guinea,2015,UHC Service Coverage Index,35,0-100 scale,Total,All
Guinea,2015,UHC Service Coverage Index,33,0-100 scale,Total,All
Guinea,2015,UHC Service Coverage Index,65,0-100 scale,Total,All
Guinea,2016,UHC Service Coverage Index,32,0-100 scale,Total,All
Guinea,2016,UHC Service Coverage Index,15,0-100 scale,Total,All
Guinea,2016,UHC Service Coverage Index,33,0-100 scale,Total,All
Guinea,2016,UHC Service Coverage Index,34,0-100 scale,Total,All
Guinea,2016,UHC Service Coverage Index,66,0-100 scale,Total,All
Guinea,2017,UHC Service Coverage Index,37,0-100 scale,Total,All
Guinea,2017,UHC Service Coverage Index,20,0-100 scale,Total,All
Guinea,2017,UHC Service Coverage Index,44,0-100 scale,Total,All
Guinea,2017,UHC Service Coverage Index,31,0-100 scale,Total,All
Guinea,2017,UHC Service Coverage Index,67,0-100 scale,Total,All
Guinea,2018,Catastrophic Spending (More than 10% of household budget),1.5,Percentage of population,Total,All
Guinea,2018,Catastrophic Spending (More than 25% of household budget),0.03,Percentage of population,Total,All
Guinea,2018,Financial Hardship,94.89,Percentage of population,Total,Q1 (Poorest)
Guinea,2018,Financial Hardship,85.46,Percentage of population,Total,Q2
Guinea,2018,Financial Hardship,4.71,Percentage of population,Total,Q3
Guinea,2018,Financial Hardship,0.01,Percentage of population,Total,Q4
Guinea,2018,Financial Hardship,0,Percentage of population,Total,Q5 (Richest)
Guinea,2018,Financial Hardship,37.03,Percentage of population,Total,All
Guinea,2018,Financial Hardship,50.33,Percentage of population,Rural area,All
Guinea,2018,Financial Hardship,12.74,Percentage of population,Urban area,All
Guinea,2018,Financial Hardship,5.24,Percentage of population,Total,All
Guinea,2018,Financial Hardship,35.18,Percentage of population,Total,All
Guinea,2018,Financial Hardship,46.78,Percentage of population,Total,All
Guinea,2018,Financial Hardship,16.29,Percentage of population,Total,All
Guinea,2018,Financial Hardship,33.06,Percentage of population,Total,All
Guinea,2018,Financial Hardship (Impoverishing),33.08,Percentage of population,Total,All
Guinea,2018,Financial Hardship (Large Non-Impoverishing),3.95,Percentage of population,Total,All
Guinea,2018,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,2.59,Percentage of population,Total,All
Guinea,2018,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",30.49,Percentage of population,Total,All
Guinea,2018,UHC Service Coverage Index,38,0-100 scale,Total,All
Guinea,2018,UHC Service Coverage Index,23,0-100 scale,Total,All
Guinea,2018,UHC Service Coverage Index,55,0-100 scale,Total,All
Guinea,2018,UHC Service Coverage Index,26,0-100 scale,Total,All
Guinea,2018,UHC Service Coverage Index,67,0-100 scale,Total,All
Guinea,2019,UHC Service Coverage Index,43,0-100 scale,Total,All
Guinea,2019,UHC Service Coverage Index,21,0-100 scale,Total,All
Guinea,2019,UHC Service Coverage Index,56,0-100 scale,Total,All
Guinea,2019,UHC Service Coverage Index,43,0-100 scale,Total,All
Guinea,2019,UHC Service Coverage Index,68,0-100 scale,Total,All
Guinea,2020,UHC Service Coverage Index,43,0-100 scale,Total,All
Guinea,2020,UHC Service Coverage Index,21,0-100 scale,Total,All
Guinea,2020,UHC Service Coverage Index,56,0-100 scale,Total,All
Guinea,2020,UHC Service Coverage Index,43,0-100 scale,Total,All
Guinea,2020,UHC Service Coverage Index,68,0-100 scale,Total,All
Guinea,2021,UHC Service Coverage Index,41,0-100 scale,Total,All
Guinea,2021,UHC Service Coverage Index,21,0-100 scale,Total,All
Guinea,2021,UHC Service Coverage Index,57,0-100 scale,Total,All
Guinea,2021,UHC Service Coverage Index,34,0-100 scale,Total,All
Guinea,2021,UHC Service Coverage Index,68,0-100 scale,Total,All
Guinea,2022,UHC Service Coverage Index,43,0-100 scale,Total,All
Guinea,2022,UHC Service Coverage Index,21,0-100 scale,Total,All
Guinea,2022,UHC Service Coverage Index,57,0-100 scale,Total,All
Guinea,2022,UHC Service Coverage Index,43,0-100 scale,Total,All
Guinea,2022,UHC Service Coverage Index,68,0-100 scale,Total,All
Guinea,2023,UHC Service Coverage Index,43,0-100 scale,Total,All
Guinea,2023,UHC Service Coverage Index,21,0-100 scale,Total,All
Guinea,2023,UHC Service Coverage Index,57,0-100 scale,Total,All
Guinea,2023,UHC Service Coverage Index,42,0-100 scale,Total,All
Guinea,2023,UHC Service Coverage Index,68,0-100 scale,Total,All
Guinea-Bissau,2000,UHC Service Coverage Index,25,0-100 scale,Total,All
Guinea-Bissau,2000,UHC Service Coverage Index,31,0-100 scale,Total,All
Guinea-Bissau,2000,UHC Service Coverage Index,53,0-100 scale,Total,All
Guinea-Bissau,2000,UHC Service Coverage Index,4,0-100 scale,Total,All
Guinea-Bissau,2000,UHC Service Coverage Index,52,0-100 scale,Total,All
Guinea-Bissau,2001,UHC Service Coverage Index,25,0-100 scale,Total,All
Guinea-Bissau,2001,UHC Service Coverage Index,31,0-100 scale,Total,All
Guinea-Bissau,2001,UHC Service Coverage Index,54,0-100 scale,Total,All
Guinea-Bissau,2001,UHC Service Coverage Index,4,0-100 scale,Total,All
Guinea-Bissau,2001,UHC Service Coverage Index,53,0-100 scale,Total,All
Guinea-Bissau,2002,Catastrophic Spending (More than 10% of household budget),5.49,Percentage of population,Total,All
Guinea-Bissau,2002,Catastrophic Spending (More than 25% of household budget),1.44,Percentage of population,Total,All
Guinea-Bissau,2002,Financial Hardship,69.15,Percentage of population,Total,Q1 (Poorest)
Guinea-Bissau,2002,Financial Hardship,74.5,Percentage of population,Total,Q2
Guinea-Bissau,2002,Financial Hardship,66.98,Percentage of population,Total,Q3
Guinea-Bissau,2002,Financial Hardship,7.73,Percentage of population,Total,Q4
Guinea-Bissau,2002,Financial Hardship,3.18,Percentage of population,Total,Q5 (Richest)
Guinea-Bissau,2002,Financial Hardship,44.31,Percentage of population,Total,All
Guinea-Bissau,2002,Financial Hardship,42.63,Percentage of population,Total,All
Guinea-Bissau,2002,Financial Hardship,48.65,Percentage of population,Total,All
Guinea-Bissau,2002,Financial Hardship (Impoverishing),41.79,Percentage of population,Total,All
Guinea-Bissau,2002,Financial Hardship (Large Non-Impoverishing),2.53,Percentage of population,Total,All
Guinea-Bissau,2002,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.72,Percentage of population,Total,All
Guinea-Bissau,2002,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",40.07,Percentage of population,Total,All
Guinea-Bissau,2002,UHC Service Coverage Index,26,0-100 scale,Total,All
Guinea-Bissau,2002,UHC Service Coverage Index,31,0-100 scale,Total,All
Guinea-Bissau,2002,UHC Service Coverage Index,54,0-100 scale,Total,All
Guinea-Bissau,2002,UHC Service Coverage Index,5,0-100 scale,Total,All
Guinea-Bissau,2002,UHC Service Coverage Index,54,0-100 scale,Total,All
Guinea-Bissau,2003,UHC Service Coverage Index,30,0-100 scale,Total,All
Guinea-Bissau,2003,UHC Service Coverage Index,31,0-100 scale,Total,All
Guinea-Bissau,2003,UHC Service Coverage Index,55,0-100 scale,Total,All
Guinea-Bissau,2003,UHC Service Coverage Index,9,0-100 scale,Total,All
Guinea-Bissau,2003,UHC Service Coverage Index,55,0-100 scale,Total,All
Guinea-Bissau,2004,UHC Service Coverage Index,29,0-100 scale,Total,All
Guinea-Bissau,2004,UHC Service Coverage Index,31,0-100 scale,Total,All
Guinea-Bissau,2004,UHC Service Coverage Index,55,0-100 scale,Total,All
Guinea-Bissau,2004,UHC Service Coverage Index,7,0-100 scale,Total,All
Guinea-Bissau,2004,UHC Service Coverage Index,56,0-100 scale,Total,All
Guinea-Bissau,2005,UHC Service Coverage Index,29,0-100 scale,Total,All
Guinea-Bissau,2005,UHC Service Coverage Index,31,0-100 scale,Total,All
Guinea-Bissau,2005,UHC Service Coverage Index,56,0-100 scale,Total,All
Guinea-Bissau,2005,UHC Service Coverage Index,7,0-100 scale,Total,All
Guinea-Bissau,2005,UHC Service Coverage Index,57,0-100 scale,Total,All
Guinea-Bissau,2006,UHC Service Coverage Index,35,0-100 scale,Total,All
Guinea-Bissau,2006,UHC Service Coverage Index,30,0-100 scale,Total,All
Guinea-Bissau,2006,UHC Service Coverage Index,56,0-100 scale,Total,All
Guinea-Bissau,2006,UHC Service Coverage Index,16,0-100 scale,Total,All
Guinea-Bissau,2006,UHC Service Coverage Index,58,0-100 scale,Total,All
Guinea-Bissau,2007,UHC Service Coverage Index,35,0-100 scale,Total,All
Guinea-Bissau,2007,UHC Service Coverage Index,29,0-100 scale,Total,All
Guinea-Bissau,2007,UHC Service Coverage Index,56,0-100 scale,Total,All
Guinea-Bissau,2007,UHC Service Coverage Index,15,0-100 scale,Total,All
Guinea-Bissau,2007,UHC Service Coverage Index,59,0-100 scale,Total,All
Guinea-Bissau,2008,UHC Service Coverage Index,34,0-100 scale,Total,All
Guinea-Bissau,2008,UHC Service Coverage Index,28,0-100 scale,Total,All
Guinea-Bissau,2008,UHC Service Coverage Index,56,0-100 scale,Total,All
Guinea-Bissau,2008,UHC Service Coverage Index,14,0-100 scale,Total,All
Guinea-Bissau,2008,UHC Service Coverage Index,60,0-100 scale,Total,All
Guinea-Bissau,2009,UHC Service Coverage Index,36,0-100 scale,Total,All
Guinea-Bissau,2009,UHC Service Coverage Index,29,0-100 scale,Total,All
Guinea-Bissau,2009,UHC Service Coverage Index,56,0-100 scale,Total,All
Guinea-Bissau,2009,UHC Service Coverage Index,17,0-100 scale,Total,All
Guinea-Bissau,2009,UHC Service Coverage Index,61,0-100 scale,Total,All
Guinea-Bissau,2010,Catastrophic Spending (More than 10% of household budget),6.26,Percentage of population,Total,All
Guinea-Bissau,2010,Catastrophic Spending (More than 25% of household budget),0.95,Percentage of population,Total,All
Guinea-Bissau,2010,Financial Hardship,61.68,Percentage of population,Total,Q1 (Poorest)
Guinea-Bissau,2010,Financial Hardship,68.72,Percentage of population,Total,Q2
Guinea-Bissau,2010,Financial Hardship,68.86,Percentage of population,Total,Q3
Guinea-Bissau,2010,Financial Hardship,39.02,Percentage of population,Total,Q4
Guinea-Bissau,2010,Financial Hardship,1.49,Percentage of population,Total,Q5 (Richest)
Guinea-Bissau,2010,Financial Hardship,47.97,Percentage of population,Total,All
Guinea-Bissau,2010,Financial Hardship,51.68,Percentage of population,Rural area,All
Guinea-Bissau,2010,Financial Hardship,42.25,Percentage of population,Urban area,All
Guinea-Bissau,2010,Financial Hardship,44.89,Percentage of population,Total,All
Guinea-Bissau,2010,Financial Hardship,53.28,Percentage of population,Total,All
Guinea-Bissau,2010,Financial Hardship (Impoverishing),46.26,Percentage of population,Total,All
Guinea-Bissau,2010,Financial Hardship (Large Non-Impoverishing),1.71,Percentage of population,Total,All
Guinea-Bissau,2010,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.15,Percentage of population,Total,All
Guinea-Bissau,2010,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",45.1,Percentage of population,Total,All
